ndimage_cellID,x0,x1,y0,y1,length,height,total_area,nuclei_area,cyto_area,c2t_area_ratio,nuclei_volume,cyto_volume,total_volume,number_nuclei,orig_comX,orig_comY,ndimage_comX,ndimage_comY,orig_cellID
169,7546,8030,2873,3274,484,401,109932,3144,106788,0.9714005021285884,50304,4456908,4507212,1,7789.81,3044.15,7789.38,3043.66,169
188,7823,8444,2945,3685,621,740,236885,0,236885,1.0,0,9712285,9712285,0,8140.63,3270.25,8140.11,3270.17,188
199,7234,7567,2994,3402,333,408,102388,0,102388,1.0,0,4197908,4197908,0,7409.51,3189.6,7409.04,3189.21,199
209,8633,8941,3024,3292,308,268,42671,0,42671,1.0,0,1749511,1749511,0,8798.83,3143.15,8798.15,3142.66,209
224,6094,6532,3110,3429,438,319,79031,0,79031,1.0,0,3240271,3240271,0,6297.68,3275.99,6297.28,3275.46,225
227,5826,6141,3123,3504,315,381,74991,0,74991,1.0,0,3074631,3074631,0,5987.6,3290.28,5987.13,3290.01,228
233,8463,8898,3142,3490,435,348,89384,1005,88379,0.98875637698022,21105,3643639,3664744,1,8697.72,3315.05,8697.11,3314.48,234
235,8871,9334,3152,3701,463,549,142872,6174,136698,0.9567864942046028,154350,5703402,5857752,1,9124.86,3405.09,9124.13,3404.81,236
236,7558,8023,3155,3652,465,497,131025,6763,124262,0.9483838962030148,87919,5284106,5372025,1,7778.17,3415.52,7777.69,3414.96,237
243,8376,8596,3205,3527,220,322,37872,0,37872,1.0,0,1552752,1552752,0,8473.29,3379.18,8472.9,3378.49,244
256,5396,5848,3264,3707,452,443,111129,0,111129,1.0,0,4556289,4556289,0,5623.2,3491.47,5622.65,3490.89,256
261,5145,5561,3280,3726,416,446,92740,0,92740,1.0,0,3802340,3802340,0,5353.36,3516.46,5353.01,3515.73,261
271,9607,9942,3327,3723,335,396,95272,0,95272,1.0,0,3906152,3906152,0,9777.48,3520.06,9776.91,3519.55,271
272,6005,6504,3329,3709,499,380,106784,0,106784,1.0,0,4378144,4378144,0,6262.35,3522.75,6261.7,3522.21,273
274,7002,7340,3331,4028,338,697,142927,0,142927,1.0,0,5860007,5860007,0,7178.59,3669.85,7178.07,3669.57,274
276,9174,9490,3341,3931,316,590,120463,6474,113989,0.9462573570307896,164826,4774157,4938983,1,9343.31,3642.94,9342.85,3642.34,277
282,7271,7746,3371,3880,475,509,134144,0,134144,1.0,0,5499904,5499904,0,7470.9,3623.71,7470.75,3623.55,283
290,9335,9758,3413,4082,423,669,149003,829,148174,0.9944363536304638,33989,6075134,6109123,1,9553.94,3772.0,9553.24,3771.78,290
291,8788,9036,3418,3779,248,361,58158,0,58158,1.0,0,2384478,2384478,0,8910.37,3605.68,8909.87,3605.15,291
293,8510,8816,3422,3653,306,231,50851,2591,48260,0.9490472163772592,51820,2033071,2084891,1,8670.98,3543.0,8670.37,3542.41,293
294,8192,8511,3426,3668,319,242,42104,1074,41030,0.9744917347520424,44034,1682230,1726264,1,8341.29,3537.62,8340.96,3537.1,294
301,10064,10339,3471,3936,275,465,71585,3190,68395,0.9554375916742336,66990,2867995,2934985,1,10204.26,3695.63,10203.78,3695.24,302
302,4958,5328,3482,3819,370,337,70471,0,70471,1.0,0,2889311,2889311,0,5148.05,3656.26,5147.49,3655.69,303
303,7884,8127,3483,3764,243,281,35943,1033,34910,0.9712600506357288,42353,1431310,1473663,1,8018.91,3647.33,8018.27,3646.58,304
304,10282,10515,3488,3902,233,414,68198,0,68198,1.0,0,2796118,2796118,0,10402.61,3689.51,10402.08,3689.1,305
305,10479,10745,3489,3878,266,389,84913,5860,79053,0.9309881879099784,146500,3334933,3481433,1,10611.01,3700.06,10610.51,3699.48,306
306,5824,6282,3503,4007,458,504,124284,6353,117931,0.9488832029867078,82589,5013055,5095644,1,6073.74,3736.42,6073.2,3736.02,307
308,10904,11129,3518,3745,225,227,30692,0,30692,1.0,0,1258372,1258372,0,11021.45,3625.71,11020.91,3625.28,309
314,10717,11135,3559,3969,418,410,100994,2590,98404,0.9743549121730004,51800,4088954,4140754,1,10894.59,3769.75,10894.52,3769.41,315
320,6252,6639,3590,4314,387,724,193645,6429,187216,0.966800072297245,115722,7823723,7939445,1,6454.41,3926.44,6453.9,3926.17,321
324,4901,5133,3619,3983,232,364,56275,0,56275,1.0,0,2307275,2307275,0,5011.89,3826.29,5011.27,3825.43,325
325,5427,5746,3624,3924,319,300,55912,4389,51523,0.9215016454428387,61446,2230946,2292392,1,5591.12,3767.99,5590.54,3767.49,326
326,5712,6130,3629,4152,418,523,129771,9375,120396,0.9277573571907436,46875,5273736,5320611,1,5906.19,3915.98,5905.61,3915.37,327
331,8537,8917,3643,3981,380,338,70039,3801,66238,0.9457302360113652,38010,2833589,2871599,1,8744.0,3784.37,8743.61,3784.29,331
333,9638,9968,3645,4079,330,434,83290,936,82354,0.9887621563212872,27144,3387746,3414890,1,9814.34,3872.37,9813.78,3871.92,334
336,8259,8519,3668,3927,260,259,39516,1374,38142,0.9652292742180384,56334,1563822,1620156,1,8384.64,3801.45,8384.25,3800.86,337
340,11047,11260,3679,3888,213,209,28666,0,28666,1.0,0,1175306,1175306,0,11148.87,3788.93,11148.43,3788.38,340
341,8016,8399,3683,4252,383,569,132621,1400,131221,0.989443602446068,36460,5401001,5437461,1,8193.01,3972.99,8192.59,3972.66,341
344,5109,5653,3701,4124,544,423,122642,5011,117631,0.9591412403581157,62742,4965580,5028322,1,5390.47,3926.57,5389.55,3926.18,345
356,6883,7206,3758,4133,323,375,65224,0,65224,1.0,0,2674184,2674184,0,7028.1,3950.5,7027.73,3950.03,357
364,7396,7767,3803,4458,371,655,148744,0,148744,1.0,0,6098504,6098504,0,7591.09,4112.13,7590.32,4111.63,365
366,6607,7131,3814,4527,524,713,215410,5423,209987,0.9748247527969918,130152,8701658,8831810,1,6864.81,4170.33,6864.35,4169.82,367
367,9935,10225,3824,4185,290,361,60665,1138,59527,0.9812412428912882,46658,2440607,2487265,1,10081.16,4004.51,10080.38,4004.12,368
369,4571,4969,3831,4222,398,391,104164,2754,101410,0.9735609231596328,58694,4212030,4270724,1,4788.98,4013.55,4788.52,4013.11,370
372,10223,10583,3858,4369,360,511,96397,0,96397,1.0,0,3952277,3952277,0,10421.89,4110.49,10421.16,4110.03,373
373,10485,10730,3861,4176,245,315,52870,3839,49031,0.9273879326650274,49907,2117763,2167670,1,10616.21,4006.75,10615.6,4006.11,374
375,8639,8928,3865,4166,289,301,53781,1981,51800,0.9631654301705064,53487,2151534,2205021,0,8778.44,4013.88,8777.78,4013.08,376
377,10693,11130,3866,4182,437,316,82134,740,81394,0.9909903328706748,30340,3337154,3367494,1,10881.53,4025.33,10881.49,4024.71,378
383,10939,11330,3887,4504,391,617,137652,5620,132032,0.9591724057768868,78680,5565052,5643732,1,11168.96,4217.38,11168.12,4216.8,384
385,9083,9490,3895,4490,407,595,127261,0,127261,1.0,0,5217701,5217701,0,9302.02,4204.28,9301.48,4203.65,388
386,11470,11627,3895,4195,157,300,29061,0,29061,1.0,0,1191501,1191501,0,11545.08,4033.1,11544.65,4032.79,385
387,7205,7505,3896,4364,300,468,92792,0,92792,1.0,0,3804472,3804472,0,7357.34,4135.5,7356.89,4135.0,387
393,11264,11588,3933,4366,324,433,86794,0,86794,1.0,0,3558554,3558554,0,11404.74,4158.3,11404.41,4157.68,394
395,11758,12172,3948,4477,414,529,118193,4770,113423,0.9596422799996616,85860,4760053,4845913,1,11960.3,4179.54,11959.51,4179.48,396
397,12133,12489,3957,4335,356,378,71634,0,71634,1.0,0,2936994,2936994,0,12289.82,4154.82,12289.52,4154.31,398
398,4931,5240,3970,4215,309,245,54390,0,54390,1.0,0,2229990,2229990,0,5075.98,4091.76,5075.45,4091.4,399
401,7729,8025,3989,4481,296,492,102150,0,102150,1.0,0,4188150,4188150,0,7875.14,4242.53,7874.58,4242.01,402
405,5588,5925,3999,4438,337,439,84244,1386,82858,0.9835477897535728,24948,3429056,3454004,1,5769.24,4209.72,5768.68,4209.2,406
406,8824,9196,4000,4469,372,469,111526,3178,108348,0.9715044025608378,69916,4502650,4572566,1,9008.34,4246.58,9007.79,4245.94,408
407,4365,4711,4001,4334,346,333,69239,0,69239,1.0,0,2838799,2838799,0,4538.38,4147.75,4537.69,4147.24,407
422,9659,9974,4072,4378,315,306,62018,0,62018,1.0,0,2542738,2542738,0,9803.16,4220.28,9802.79,4219.67,423
424,12676,12998,4085,4611,322,526,94274,120,94154,0.9987271145809024,4920,3860314,3865234,0,12838.83,4352.25,12838.3,4350.85,425
426,5841,6346,4096,4538,505,442,140544,7446,133098,0.947020150273224,96798,5665506,5762304,1,6077.11,4317.17,6076.61,4316.68,427
427,10791,11054,4097,4356,263,259,49331,0,49331,1.0,0,2022571,2022571,0,10917.86,4226.27,10917.27,4225.91,428
428,4100,4695,4106,4658,595,552,196334,6712,189622,0.9658133588680514,195512,7854182,8049694,1,4375.13,4397.9,4374.75,4397.42,429
433,10446,10805,4129,4614,359,485,115206,2937,112269,0.9745065361179104,67551,4655895,4723446,1,10626.97,4370.95,10626.52,4370.37,434
434,9853,10296,4137,4541,443,404,106166,1640,104526,0.9845524932652638,62320,4290486,4352806,1,10078.13,4330.27,10077.59,4329.86,435
437,8494,9014,4150,4631,520,481,133531,1968,131563,0.9852618493084004,78720,5396051,5474771,1,8751.63,4430.65,8751.22,4430.18,438
439,4547,5091,4160,4655,544,495,158153,5727,152426,0.9637882303845012,137448,6346825,6484273,1,4812.1,4414.8,4811.7,4414.29,440
442,11241,11708,4174,4775,467,601,145594,6632,138962,0.9544486723353984,53056,5916298,5969354,1,11481.12,4480.56,11480.75,4479.9,443
447,7097,7611,4207,4855,514,648,209471,4571,204900,0.9781783635920964,68565,8519746,8588311,1,7345.47,4544.21,7344.93,4543.64,448
453,3748,4177,4256,4589,429,333,85946,0,85946,1.0,0,3523786,3523786,0,3966.14,4436.77,3965.66,4436.23,454
455,6299,6859,4266,4602,560,336,108667,1214,107453,0.9888282551280516,49774,4405573,4455347,1,6556.49,4430.96,6556.35,4430.36,456
461,10256,10462,4299,4603,206,304,40725,0,40725,1.0,0,1669725,1669725,0,10364.98,4431.2,10364.48,4431.01,462
464,9564,9887,4313,4760,323,447,104997,7787,97210,0.9258359762659886,179101,4125776,4304877,1,9729.16,4547.32,9728.61,4546.78,465
465,9071,9322,4318,4595,251,277,39909,0,39909,1.0,0,1636269,1636269,0,9196.02,4471.94,9195.44,4471.28,466
466,12179,12418,4328,4717,239,389,54043,1198,52845,0.9778324667394482,29840,2185923,2215763,1,12291.99,4522.66,12291.53,4522.15,467
467,10759,10995,4330,4613,236,283,46750,0,46750,1.0,0,1916750,1916750,0,10875.24,4461.85,10874.76,4461.44,468
468,7529,8057,4334,5001,528,667,196660,7170,189490,0.9635411369876944,78870,7984190,8063060,1,7815.99,4670.39,7815.25,4669.82,469
469,13214,13544,4352,4703,330,351,70857,1335,69522,0.9811592362081376,28035,2877102,2905137,1,13389.58,4518.59,13389.06,4518.19,470
471,12929,13327,4369,4748,398,379,81285,0,81285,1.0,0,3332685,3332685,0,13083.98,4551.77,13083.98,4551.44,472
474,11616,11798,4390,4608,182,218,24961,0,24961,1.0,0,1023401,1023401,0,11704.43,4493.17,11703.86,4492.82,475
475,10094,10378,4393,4869,284,476,92291,6890,85401,0.9253448331906686,75790,3708141,3783931,1,10231.47,4643.92,10230.98,4643.26,476
476,10970,11259,4396,4635,289,239,35870,813,35057,0.9773348201839978,33333,1437337,1470670,1,11112.88,4521.21,11112.32,4520.69,477
480,6007,6382,4429,4867,375,438,103008,6657,96351,0.9353739515377446,66570,4156758,4223328,1,6192.62,4620.18,6192.16,4619.8,481
482,5561,6159,4431,5006,598,575,201722,8604,193118,0.9573472402613498,94644,8175958,8270602,1,5867.48,4711.37,5867.0,4710.92,483
484,6735,7041,4440,4934,306,494,96636,0,96636,1.0,0,3962076,3962076,0,6894.14,4670.62,6893.77,4670.33,485
485,8934,9114,4462,4683,180,221,26199,0,26199,1.0,0,1074159,1074159,0,9024.12,4574.21,9023.61,4573.72,486
486,10577,10883,4463,4768,306,305,46428,1325,45103,0.9714611872146118,51675,1851873,1903548,1,10746.94,4632.47,10746.23,4631.78,487
490,3578,4037,4483,4881,459,398,127165,7037,120128,0.9446624464278692,209288,5004477,5213765,1,3799.17,4704.91,3798.65,4704.33,491
492,11688,12067,4485,4827,379,342,72364,1112,71252,0.98463324304903,45592,2921332,2966924,1,11850.78,4666.1,11850.5,4665.46,493
493,6394,6780,4486,4866,386,380,84334,0,84334,1.0,0,3457694,3457694,0,6616.72,4694.43,6616.0,4693.7,494
494,3992,4392,4497,4805,400,308,87280,0,87280,1.0,0,3578480,3578480,0,4195.89,4668.73,4195.33,4668.09,495
495,13492,13815,4508,4840,323,332,74893,0,74893,1.0,0,3070613,3070613,0,13647.96,4681.67,13647.49,4681.26,496
496,7960,8204,4512,4855,244,343,39742,0,39742,1.0,0,1629422,1629422,0,8083.86,4701.27,8083.3,4700.52,498
497,9874,10117,4512,4817,243,305,53912,0,53912,1.0,0,2210392,2210392,0,10004.41,4671.18,10003.85,4670.62,497
498,8302,8755,4516,5031,453,515,121338,5284,116054,0.956452224364997,84544,4890314,4974858,1,8524.44,4775.08,8524.01,4774.64,499
500,10837,11142,4528,5071,305,543,116029,3308,112721,0.9714898861491524,66160,4691029,4757189,1,10989.12,4792.97,10988.67,4792.48,501
501,12591,12939,4531,4899,348,368,80898,358,80540,0.9955746742811936,14678,3302140,3316818,0,12740.04,4711.2,12739.66,4710.52,502
502,5094,5674,4539,4938,580,399,146480,4264,142216,0.9708902239213544,55432,5950248,6005680,1,5398.78,4735.38,5398.16,4734.84,503
503,10321,10653,4547,5041,332,494,118225,7308,110917,0.938185662930852,164139,4683086,4847225,1,10479.85,4797.47,10479.39,4796.93,504
504,9029,9353,4551,4885,324,334,76091,0,76091,1.0,0,3119731,3119731,0,9196.62,4713.59,9196.0,4713.19,507
507,11374,11700,4554,5234,326,680,106155,0,106155,1.0,0,4352355,4352355,0,11533.26,4920.01,11532.78,4918.86,508
508,12335,12641,4560,4885,306,325,71242,0,71242,1.0,0,2920922,2920922,0,12495.4,4710.44,12494.85,4710.01,509
509,4917,5176,4562,4832,259,270,38068,0,38068,1.0,0,1560788,1560788,0,5052.63,4698.49,5052.15,4697.99,510
510,13110,13328,4568,4830,218,262,30123,0,30123,1.0,0,1235043,1235043,0,13224.79,4699.36,13224.21,4698.88,511
511,11103,11403,4573,4934,300,361,68232,2305,65927,0.9662181967405324,53015,2744497,2797512,1,11235.44,4762.56,11234.99,4761.87,512
512,8589,9039,4575,4977,450,402,121578,0,121578,1.0,0,4984698,4984698,0,8837.18,4766.32,8836.55,4765.76,513
513,9439,9731,4575,5070,292,495,66954,0,66954,1.0,0,2745114,2745114,0,9567.02,4833.65,9566.77,4833.13,514
516,4443,4912,4600,5025,469,425,127625,6975,120650,0.9453476983349656,181350,5051275,5232625,1,4695.3,4805.92,4694.69,4805.46,517
522,4801,5231,4624,5116,430,492,67100,439,66661,0.9934575260804768,17999,2733101,2751100,1,5036.52,4880.28,5035.57,4879.25,523
535,9719,10053,4687,4998,334,311,60927,1572,59355,0.9741986311487518,64452,2433555,2498007,1,9876.99,4850.92,9876.64,4850.37,536
537,11899,12137,4699,5010,238,311,46251,119,46132,0.9974270826576722,4879,1891412,1896291,0,11998.44,4858.61,11998.15,4858.07,538
540,10578,10892,4718,5144,314,426,95337,0,95337,1.0,0,3908817,3908817,0,10743.0,4934.62,10742.44,4934.15,541
541,6197,6612,4732,5133,415,401,88145,0,88145,1.0,0,3613945,3613945,0,6415.89,4911.92,6415.44,4911.53,542
542,12983,13255,4735,5110,272,375,72886,0,72886,1.0,0,2988326,2988326,0,13112.36,4928.1,13111.91,4927.5,543
544,12798,13028,4742,5183,230,441,63596,0,63596,1.0,0,2607436,2607436,0,12909.97,4959.38,12909.43,4959.09,545
545,11590,11862,4747,5182,272,435,81469,0,81469,1.0,0,3340229,3340229,0,11703.03,4979.5,11702.66,4978.98,546
546,3891,4187,4760,5113,296,353,73433,0,73433,1.0,0,3010753,3010753,0,4035.79,4940.89,4035.37,4940.38,547
547,5096,5378,4762,5107,282,345,42799,0,42799,1.0,0,1754759,1754759,0,5254.36,4932.66,5253.7,4932.12,548
548,10024,10195,4763,4977,171,214,16690,0,16690,1.0,0,684290,684290,0,10107.09,4863.83,10106.49,4863.83,549
549,9181,9476,4770,5109,295,339,68180,0,68180,1.0,0,2795380,2795380,0,9341.23,4935.56,9340.7,4935.07,550
550,11222,11482,4770,5082,260,312,46919,4219,42700,0.9100790724439992,54847,1868832,1923679,1,11350.42,4933.23,11350.03,4932.58,551
552,9592,9782,4785,5038,190,253,25629,0,25629,1.0,0,1050789,1050789,0,9689.58,4928.96,9689.15,4928.09,553
553,11777,11938,4788,5077,161,289,26332,0,26332,1.0,0,1079612,1079612,0,11859.14,4929.84,11858.62,4929.15,554
556,7378,7770,4790,5429,392,639,183275,6969,176306,0.9619751739189742,55752,7458523,7514275,1,7579.61,5093.92,7579.06,5093.48,557
558,6586,6966,4793,5052,380,259,64753,0,64753,1.0,0,2654873,2654873,0,6793.68,4926.94,6793.0,4926.34,559
560,4151,4694,4797,5226,543,429,149378,7121,142257,0.9523289908821916,99694,6024804,6124498,1,4405.3,4995.79,4404.94,4995.36,561
561,8010,8298,4806,5263,288,457,95817,0,95817,1.0,0,3928497,3928497,0,8161.45,5035.63,8160.92,5035.03,562
566,13697,13850,4824,4982,153,158,15687,0,15687,1.0,0,643167,643167,0,13767.4,4898.01,13767.01,4897.65,567
569,8278,8625,4854,5349,347,495,117524,0,117524,1.0,0,4818484,4818484,0,8424.8,5095.87,8424.39,5095.39,570
571,12310,12675,4858,5243,365,385,85985,0,85985,1.0,0,3525385,3525385,0,12522.66,5038.73,12521.95,5038.2,572
572,10105,10281,4861,5060,176,199,17132,0,17132,1.0,0,702412,702412,0,10185.26,4960.06,10184.97,4959.64,573
574,12600,12847,4869,5166,247,297,51006,0,51006,1.0,0,2091246,2091246,0,12743.22,5015.92,12742.41,5015.11,574
577,8982,9374,4888,5520,392,632,147878,2505,145373,0.9830603605674948,98069,5964929,6062998,1,9162.32,5221.43,9161.94,5220.75,578
578,14000,14242,4889,5093,242,204,32102,0,32102,1.0,0,1316182,1316182,0,14114.73,4992.81,14114.33,4992.35,579
579,5339,5652,4891,5272,313,381,72329,846,71483,0.9883034467502662,34686,2930803,2965489,1,5508.02,5060.49,5507.49,5060.11,580
580,6950,7199,4892,5136,249,244,38676,0,38676,1.0,0,1585716,1585716,0,7055.32,5013.0,7055.03,5012.43,581
581,3286,3779,4895,5369,493,474,130105,0,130105,1.0,0,5334305,5334305,0,3567.03,5125.54,3566.32,5124.99,582
582,12003,12357,4898,5282,354,384,103560,4624,98936,0.9553495558130553,73984,4171976,4245960,1,12185.1,5083.67,12184.6,5083.2,583
583,5567,5994,4899,5309,427,410,108795,0,108795,1.0,0,4460595,4460595,0,5774.17,5103.78,5773.42,5103.24,584
586,13797,14037,4911,5185,240,274,41842,1244,40598,0.9702691075952392,32344,1683178,1715522,1,13920.18,5037.62,13919.74,5037.2,587
589,9890,10195,4919,5431,305,512,101470,0,101470,1.0,0,4160270,4160270,0,10057.6,5165.36,10057.07,5164.92,590
590,7755,8035,4934,5237,280,303,60949,0,60949,1.0,0,2498909,2498909,0,7891.68,5092.38,7891.45,5091.66,591
592,8680,9012,4949,5335,332,386,92819,0,92819,1.0,0,3805579,3805579,0,8843.35,5126.87,8842.86,5126.35,593
594,7121,7407,4953,5229,286,276,60264,0,60264,1.0,0,2470824,2470824,0,7272.64,5090.55,7272.11,5090.09,595
595,13624,13903,4953,5441,279,488,78832,626,78206,0.992059062309722,25666,3206446,3232112,1,13744.46,5193.81,13744.0,5193.42,596
598,9370,9633,4991,5338,263,347,68994,3749,65245,0.9456619416181116,74980,2753774,2828754,1,9503.85,5171.1,9503.32,5170.52,599
599,5938,6212,4992,5258,274,266,37194,0,37194,1.0,0,1524954,1524954,0,6078.74,5109.87,6078.36,5109.6,600
602,10461,10734,5002,5296,273,294,37490,0,37490,1.0,0,1537090,1537090,0,10609.75,5130.01,10609.16,5129.68,603
606,9618,9934,5009,5439,316,430,96068,6825,89243,0.9289565724278636,156975,3781813,3938788,1,9762.27,5214.37,9761.77,5213.9,607
608,4631,4768,5017,5155,137,138,13549,0,13549,1.0,0,555509,555509,0,4703.72,5092.86,4703.1,5092.36,609
611,6612,7009,5027,5434,397,407,96082,4128,91954,0.9570366978206116,45408,3893954,3939362,1,6792.22,5202.63,6791.73,5202.41,612
612,10164,10627,5027,5495,463,468,138712,2268,136444,0.9836495761001212,52164,5635028,5687192,1,10391.07,5258.14,10390.62,5257.7,613
613,13339,13661,5032,5421,322,389,81746,0,81746,1.0,0,3351586,3351586,0,13523.68,5243.6,13523.05,5243.06,614
615,4001,4438,5040,5451,437,411,127828,8089,119739,0.9367196545357824,60198,5180750,5240948,1,4210.43,5250.63,4209.98,5250.11,616
618,11166,11448,5050,5386,282,336,61519,3824,57695,0.93784034200816,91776,2430503,2522279,1,11291.22,5211.73,11290.79,5211.22,620
619,13950,14380,5050,5406,430,356,98384,5041,93343,0.9487619938201334,80656,3953088,4033744,1,14170.52,5236.68,14169.92,5236.1,619
625,10939,11204,5069,5489,265,420,71046,0,71046,1.0,0,2912886,2912886,0,11068.73,5255.44,11068.27,5255.24,626
626,3140,3495,5074,5503,355,429,92286,1785,90501,0.9806579546193356,30561,3753165,3783726,1,3322.82,5303.73,3322.35,5302.98,627
627,11516,11981,5086,5514,465,428,114137,0,114137,1.0,0,4679617,4679617,0,11767.82,5310.79,11767.17,5310.04,628
629,6740,7401,5097,5694,661,597,195779,6193,189586,0.968367393847144,142439,7884500,8026939,1,7096.29,5426.24,7095.57,5425.59,630
632,6174,6682,5124,5528,508,404,145434,4659,140775,0.9679648500350676,69885,5892909,5962794,1,6436.83,5323.11,6436.3,5322.62,633
639,4435,4772,5151,5456,337,305,54970,0,54970,1.0,0,2253770,2253770,0,4586.24,5310.62,4586.11,5310.07,639
642,5734,6239,5162,5604,505,442,133571,0,133571,1.0,0,5476411,5476411,0,6000.24,5372.67,5999.76,5372.16,643
649,7917,8294,5200,5666,377,466,103597,25,103572,0.9997586802706642,1025,4246452,4247477,0,8109.77,5432.34,8109.07,5431.66,655
652,12325,12665,5201,5445,340,244,42530,709,41821,0.9833294145309194,29069,1714661,1743730,1,12479.88,5325.64,12479.71,5325.41,652
653,7203,7607,5207,5597,404,390,90184,0,90184,1.0,0,3697544,3697544,0,7392.85,5389.07,7392.49,5388.69,653
654,10738,11053,5208,5499,315,291,43341,0,43341,1.0,0,1776981,1776981,0,10904.34,5372.58,10903.45,5371.52,654
655,13096,13349,5212,5477,253,265,40492,0,40492,1.0,0,1660172,1660172,0,13211.1,5363.18,13210.69,5362.47,658
661,8833,9067,5228,5532,234,304,38448,0,38448,1.0,0,1576368,1576368,0,8964.31,5380.86,8963.7,5380.33,662
662,11269,11630,5231,5619,361,388,98378,7933,90445,0.9193620524914108,174526,3858972,4033498,1,11459.29,5431.9,11458.59,5431.55,664
665,4770,5279,5237,5640,509,403,109037,0,109037,1.0,0,4470517,4470517,0,5024.65,5448.01,5024.17,5447.49,666
666,11977,12328,5251,5549,351,298,81647,0,81647,1.0,0,3347527,3347527,0,12151.79,5401.79,12151.27,5401.26,667
669,12646,12991,5268,5821,345,553,119566,0,119566,1.0,0,4902206,4902206,0,12822.67,5546.22,12822.29,5545.59,671
670,2896,3252,5269,5643,356,374,81870,30,81840,0.9996335654085746,1230,3355440,3356670,0,3093.39,5461.42,3092.6,5460.98,670
671,9735,10105,5272,5741,370,469,101370,5017,96353,0.9505080398540002,45153,4111017,4156170,1,9918.36,5492.37,9917.82,5491.99,672
675,9438,9747,5297,5548,309,251,39871,0,39871,1.0,0,1634711,1634711,0,9597.73,5419.75,9597.2,5419.22,676
677,5125,5674,5299,5862,549,563,169003,2779,166224,0.983556504914114,101851,6827272,6929123,1,5441.44,5575.09,5440.54,5574.32,677
680,10967,11315,5341,5785,348,444,86386,2371,84015,0.9725534230083578,92469,3449357,3541826,1,11139.06,5555.72,11138.5,5555.33,680
681,4255,4713,5346,5785,458,439,135647,6018,129629,0.9556348463290748,66198,5495329,5561527,1,4486.27,5574.57,4485.75,5574.02,682
683,3812,4149,5350,5671,337,321,76503,581,75922,0.992405526580657,18011,3118612,3136623,1,3986.49,5507.94,3985.93,5507.58,683
687,13262,13533,5355,5624,271,269,42049,0,42049,1.0,0,1724009,1724009,0,13410.9,5489.5,13410.15,5488.98,688
689,13439,13821,5371,5716,382,345,56669,0,56669,1.0,0,2323429,2323429,0,13617.54,5531.43,13617.17,5531.22,690
